step,timestamp,metric_name,value
1,1751566318.543091,num_clients_fit,0
1,1751566318.543091,num_failures,2
1,1751566318.543091,aggregation_successful,True
1,1751566318.543091,round,1
1,1751566318.543091,timestamp,1751566318.5430038
1,1751566321.570648,round,1
1,1751566321.570648,timestamp,1751566321.570634
1,1751566321.5719092,simulation_time,14.201745748519897
1,1751566321.5719092,total_time,29.70335602760315
1,1751566321.5719092,final_loss,inf
1,1751566321.5719092,final_accuracy,0.0
1,1751566321.5719092,round,1
1,1751566321.5719092,timestamp,1751566321.571908
